2.030280111287386724e+00,8.260577197230934976e-01,-1.977649235714827869e+00,-8.415034054614314307e-01,7.612358045278923013e-01,1.137062955804305497e+00,1.214563225364617249e+00,7.489908857486964333e-01,-4.572339647891489278e+00
1.366223753656632178e+00,1.472708026234841039e-01,-1.659009805774346591e-01,-5.015967073102446383e-01,-2.909787679083475354e-01,-7.934747864937341522e-01,-1.896124198666656602e-01,1.321243848702695345e-01,1.033010986961810485e+00
-4.691372536550682537e-01,1.814133016060512360e-01,-1.325002239549638028e-01,-5.777635883826149898e-01,-7.920106848429133706e-01,-2.859264412514033737e-01,-1.190021097024324126e+00,1.963706956120689351e-01,-1.136281802424958104e-01
2.563674671048608023e+00,7.268983297358709850e-01,4.994012558768969878e-01,-1.617910720625164167e+00,3.049614931479462943e-01,1.195366585918961944e+00,-5.543794861574885546e-01,1.327277707369641346e+00,7.806854893441279586e-01
-1.974139141106291406e-01,2.363952739835651240e+00,-7.478227647951904977e-01,-1.113858541733813157e+00,-5.444613316574838935e-01,-8.461081860368188101e-01,-1.921269798645450555e+00,5.700185150778007692e-01,-1.689075151815471187e-01
4.954429577835274823e-01,-4.640296197896432995e-01,-5.950228897941943762e-01,2.902236520961315111e-02,-1.093898268925794781e+00,-1.126350531273033972e+00,6.954017239943218742e-01,-1.178484079926381267e-01,3.812356565371581296e-01
5.118808329921836764e-01,-1.475441440698916085e-01,8.002618767290090376e-03,6.782878492625163958e-01,2.168153499468317702e-01,-9.777945240602848864e-01,-1.277510866629130160e+00,1.053560778915390239e+00,-1.701272710768672314e-01
-8.050117702600098069e-01,3.176807062693385308e-01,-2.709322772941087365e-01,-3.695696657235618687e-01,-8.329626292782975616e-01,-8.638221070471691077e-02,7.690915189099313543e-02,-1.450973810254498064e-01,-8.469829457614791446e-01
5.292357236422465805e-01,-4.676101121967452534e-01,-2.669307474260128599e-01,6.028666552795718392e-01,-6.517286389014950165e-01,-9.937929835664152667e-02,7.163225380260209718e-01,-2.275272329560464435e+00,-5.559021679158151485e-01
-5.379970807031292379e-01,4.636256653969115238e-01,-5.196164091562374132e-01,-4.945093276200043242e-01,-1.083225652322869381e+00,-3.392228844016548228e-01,-8.678140814913137824e-01,2.176245694158913113e-01,-1.301505805668765337e-01
-5.254226529347901797e-01,2.629834109551941745e-01,-6.769788037481697662e-01,-4.731514027567600422e-01,-1.196228799629630579e+00,-2.838071089156909976e-01,-7.322876916785113766e-01,2.083862675418219623e-01,1.166134493960010454e+00
-1.208458453838261448e+00,1.911488704960180307e+00,1.074704684545596534e+00,-7.553978079188858885e-01,-3.601912665390637897e-02,3.123522070119685856e-01,1.461908068049157849e+00,3.491068128100726590e-03,3.612272605804350278e-01
-6.572787600445075817e-01,-5.081815886874779808e-01,2.397602270469844365e-01,-2.607096216711610182e-01,3.321031529583332587e-01,-9.212681091491295993e-01,-5.567530995210794309e-01,1.645981225732800757e-01,-7.740678367374652646e-01
-2.600028532485877952e-01,8.794429648380711617e-01,-3.925377473568512632e-01,1.694459455196392295e+00,8.065562539594112179e-01,5.748192403732779177e-01,-9.278757294125044019e-01,-1.038669478993706541e+00,-8.264112358404401837e-01
-1.317388301555579622e+00,3.612823579087923065e+00,2.344972636565253232e+00,-4.427627633206971947e-01,7.734086539215353495e-01,-6.439234095323640439e-01,1.160115122675216437e+00,-2.441378532681445779e-02,-4.982202179839133604e-01
-1.304096907103713843e+00,3.399256786603450209e+00,2.178477987649004799e+00,-4.314049150681220635e-01,6.964479962560455872e-01,-6.539239968963297400e-01,1.222188619337495563e+00,-1.509991549939821050e-02,-5.051086728898240841e-01
-9.597022483901109791e-01,-7.870587887994688892e-01,1.460094906707619204e-02,-1.221048982017427953e+00,9.466644715009384647e-01,4.673551510106544460e-01,3.219570489153374959e-01,7.917881801754534168e-03,4.176960631816341585e-01
-2.624457046900425805e-01,3.877227371603390593e-01,-1.140290884556677042e+00,1.611577056285948606e+00,2.315716235487899899e-01,-4.345411914700086919e-01,-3.143424926952971821e-01,1.488440672179674129e+00,9.674213612161676190e-01
6.820024132091968561e-01,-8.154320035045850568e-02,-1.304376951412491659e+00,-1.043168267883477718e+00,-1.243341667337453327e+00,-1.419107157579069689e+00,-2.944504053735577664e-01,6.380014988302264989e-01,5.126337332033658045e-01
